"duration","age","E","O"
0.166666666666667,36,1464.30769230767,1020
0.25,36,1161.72435897434,407
0.333333333333333,36,1020.30769230761,183
0.416666666666667,36,934.448717948733,85
0.5,36,788.314102564148,166
0.583333333333333,36,504.166666666622,93
0.666666666666667,36,373.314102564098,58
0.75,36,324.679487179485,85
0.833333333333333,36,289.083333333309,73
0.916666666666667,36,259.23717948718,48
1,36,233.230769230775,32
1.08333333333333,36,214.173076923064,28
1.16666666666667,36,196.025641025646,20
1.25,36,177.000000000003,28
1.33333333333333,36,159.916666666658,39
1.41666666666667,36,147.750000000002,30
1.5,36,133.320512820513,41
1.58333333333333,36,120.589743589739,31
1.66666666666667,36,105.858974358975,20
1.75,36,93.0641025641044,10
1.83333333333333,36,82.3076923076864,17
1.91666666666667,36,73.6987179487195,12
2,36,186.121794871793,17
2.25,36,154.788461538463,18
2.5,36,124.358974358977,4
2.75,36,105.743589743588,7
3,36,699.83974358974,13
0,38,2578.88461538462,90
0.0833333333333333,38,1921.43589743572,133
0.166666666666667,38,1557.67307692304,1077
0.25,38,1251.48717948717,400
0.333333333333333,38,1092.82692307684,188
0.416666666666667,38,991.333333333332,111
0.5,38,834.108974359017,219
0.583333333333333,38,542.58333333329,119
0.666666666666667,38,404.974358974354,77
0.75,38,344.333333333328,97
0.833333333333333,38,302.038461538441,67
0.916666666666667,38,271.096153846159,41
1,38,244.532051282056,40
1.08333333333333,38,227.378205128191,27
1.16666666666667,38,213.282051282056,27
1.25,38,197.64102564103,39
1.33333333333333,38,181.141025641016,41
1.41666666666667,38,166.634615384619,25
1.5,38,149.621794871797,53
1.58333333333333,38,132.461538461531,27
1.66666666666667,38,116.28205128205,15
1.75,38,103.076923076925,12
1.83333333333333,38,93.3782051282019,13
1.91666666666667,38,85.1089743589735,13
2,38,219.711538461538,27
2.25,38,178.378205128204,20
2.5,38,139.249999999998,8
2.75,38,114.269230769229,9
3,38,775.647435897438,13
0,40,2719.71153846154,85
0.0833333333333333,40,2034.80769230752,146
0.166666666666667,40,1660.26282051279,1028
0.25,40,1340.34615384614,457
0.333333333333333,40,1184.9935897435,161
0.416666666666667,40,1084.39743589746,101
0.5,40,915.147435897483,216
0.583333333333333,40,596.320512820447,113
0.666666666666667,40,448.602564102554,68
0.75,40,383.134615384615,100
0.833333333333333,40,338.801282051256,86
0.916666666666667,40,306.762820512826,40
1,40,283.282051282057,42
1.08333333333333,40,262.826923076905,33
1.16666666666667,40,243.782051282057,33
1.25,40,222.467948717952,42
1.33333333333333,40,202.31410256409,37
1.41666666666667,40,186.333333333337,36
1.5,40,170.192307692313,56
1.58333333333333,40,157.185897435888,29
1.66666666666667,40,142.634615384619,11
1.75,40,127.397435897439,20
1.83333333333333,40,115.269230769227,23
1.91666666666667,40,103.102564102566,11
2,40,258.826923076921,30
2.25,40,207.403846153841,22
2.5,40,166.365384615384,8
2.75,40,139.782051282051,15
3,40,979.179487179485,13
0,42,2874.46153846156,85
0.0833333333333333,42,2156.1794871793,154
0.166666666666667,42,1771.14743589742,1041
0.25,42,1449.16666666666,434
0.333333333333333,42,1288.37820512811,195
0.416666666666667,42,1181.31410256412,88
0.5,42,997.923076923132,224
0.583333333333333,42,648.615384615317,127
0.666666666666667,42,489.987179487171,65
0.75,42,420.12820512821,91
0.833333333333333,42,373.525641025617,90
0.916666666666667,42,338.051282051289,39
1,42,310.794871794874,42
1.08333333333333,42,289.243589743574,46
1.16666666666667,42,269.166666666672,43
1.25,42,248.589743589746,21
1.33333333333333,42,229.955128205116,35
1.41666666666667,42,213.737179487183,21
1.5,42,196.807692307695,59
1.58333333333333,42,177.974358974352,42
1.66666666666667,42,154.166666666664,29
1.75,42,135.634615384617,20
1.83333333333333,42,121.320512820506,19
1.91666666666667,42,109.551282051282,12
2,42,285.551282051279,32
2.25,42,234.243589743588,26
2.5,42,185.128205128204,16
2.75,42,155.019230769233,9
3,42,1207.54487179487,18
0,44,2932.57051282053,84
0.0833333333333333,44,2198.66025641007,132
0.166666666666667,44,1816.74358974356,1069
0.25,44,1490.64743589741,465
0.333333333333333,44,1324.52564102555,193
0.416666666666667,44,1223.95512820515,64
0.5,44,1033.01282051286,233
0.583333333333333,44,670.474358974295,114
0.666666666666667,44,507.64102564102,77
0.75,44,442.185897435896,90
0.833333333333333,44,397.205128205096,110
0.916666666666667,44,365.416666666673,31
1,44,341.230769230779,49
1.08333333333333,44,317.025641025621,42
1.16666666666667,44,296.339743589752,25
1.25,44,273.057692307696,42
1.33333333333333,44,252.999999999984,41
1.41666666666667,44,233.121794871801,32
1.5,44,214.019230769232,44
1.58333333333333,44,194.775641025629,48
1.66666666666667,44,173.628205128204,14
1.75,44,152.134615384623,14
1.83333333333333,44,139.487179487173,17
1.91666666666667,44,127.44871794872,21
2,44,331.884615384613,43
2.25,44,274.59615384615,20
2.5,44,217.23076923077,15
2.75,44,179.070512820512,6
3,44,1362.75641025641,19
0,46,3099.26282051281,99
0.0833333333333333,46,2338.89102564084,131
0.166666666666667,46,1935.54487179486,1082
0.25,46,1597.80128205126,439
0.333333333333333,46,1428.08333333323,193
0.416666666666667,46,1321.45512820516,89
0.5,46,1111.51282051287,241
0.583333333333333,46,735.666666666603,120
0.666666666666667,46,558.891025641007,65
0.75,46,482.429487179487,107
0.833333333333333,46,430.666666666634,86
0.916666666666667,46,392.916666666672,49
1,46,363.435897435903,50
1.08333333333333,46,342.499999999977,39
1.16666666666667,46,320.384615384619,49
1.25,46,295.666666666674,35
1.33333333333333,46,272.333333333317,37
1.41666666666667,46,253.339743589747,32
1.5,46,232.31410256411,57
1.58333333333333,46,212.391025641015,38
1.66666666666667,46,185.942307692304,23
1.75,46,160.987179487177,17
1.83333333333333,46,141.878205128199,21
1.91666666666667,46,129.403846153849,13
2,46,337.070512820509,35
2.25,46,278.044871794866,20
2.5,46,229.192307692308,10
2.75,46,198.910256410255,7
3,46,1660.04487179487,18
0,48,3140.31410256411,86
0.0833333333333333,48,2360.26923076904,109
0.166666666666667,48,1953.98076923075,1089
0.25,48,1610.55128205126,466
0.333333333333333,48,1443.23076923067,189
0.416666666666667,48,1328.47435897438,85
0.5,48,1107.21794871799,207
0.583333333333333,48,751.564102564042,133
0.666666666666667,48,585.525641025628,75
0.75,48,511.576923076921,111
0.833333333333333,48,462.346153846124,100
0.916666666666667,48,423.769230769235,43
1,48,394.589743589754,48
1.08333333333333,48,370.410256410235,50
1.16666666666667,48,347.621794871803,29
1.25,48,320.256410256415,27
1.33333333333333,48,295.730769230756,30
1.41666666666667,48,275.641025641035,34
1.5,48,253.967948717952,55
1.58333333333333,48,235.583333333321,39
1.66666666666667,48,210.102564102566,23
1.75,48,185.987179487186,11
1.83333333333333,48,168.051282051273,15
1.91666666666667,48,154.038461538461,11
2,48,405.24358974359,22
2.25,48,343.756410256403,27
2.5,48,273.948717948715,24
2.75,48,234.685897435897,11
3,48,1851.48076923077,14
0,50,3208.71153846153,110
0.0833333333333333,50,2402.52564102545,149
0.166666666666667,50,1980.49358974356,1146
0.25,50,1624.92948717947,470
0.333333333333333,50,1445.11538461528,184
0.416666666666667,50,1331.16025641027,95
0.5,50,1114.03205128208,226
0.583333333333333,50,779.083333333271,137
0.666666666666667,50,614.737179487171,69
0.75,50,540.21794871795,93
0.833333333333333,50,490.467948717911,102
0.916666666666667,50,451.038461538467,49
1,50,420.910256410268,44
1.08333333333333,50,398.807692307667,45
1.16666666666667,50,376.692307692318,24
1.25,50,349.993589743601,39
1.33333333333333,50,326.205128205108,52
1.41666666666667,50,307.115384615392,37
1.5,50,284.019230769233,71
1.58333333333333,50,259.237179487169,44
1.66666666666667,50,232.967948717946,23
1.75,50,208.807692307698,23
1.83333333333333,50,189.660256410249,23
1.91666666666667,50,172.916666666667,13
2,50,456.717948717946,35
2.25,50,384.282051282048,27
2.5,50,312.46794871795,14
2.75,50,262.711538461541,18
3,50,2118.85256410257,14
0,52,3204.74358974359,90
0.0833333333333333,52,2391.10897435879,121
0.166666666666667,52,1969.48717948717,1137
0.25,52,1611.35897435896,458
0.333333333333333,52,1425.87820512811,206
0.416666666666667,52,1299.35256410258,86
0.5,52,1087.01923076926,227
0.583333333333333,52,783.628205128146,150
0.666666666666667,52,635.294871794867,98
0.75,52,559.987179487178,108
0.833333333333333,52,514.358974358941,78
0.916666666666667,52,478.185897435906,47
1,52,447.371794871806,40
1.08333333333333,52,422.698717948691,52
1.16666666666667,52,396.326923076934,42
1.25,52,370.282051282057,39
1.33333333333333,52,345.487179487157,40
1.41666666666667,52,324.044871794878,41
1.5,52,300.108974358981,60
1.58333333333333,52,277.711538461523,52
1.66666666666667,52,247.512820512823,14
1.75,52,221.826923076925,23
1.83333333333333,52,199.807692307679,17
1.91666666666667,52,181.903846153849,10
2,52,479.153846153852,36
2.25,52,405.47435897435,26
2.5,52,341.358974358976,10
2.75,52,296.166666666665,8
3,52,2675.8076923077,14
0,54,3325.58974358977,90
0.0833333333333333,54,2492.44230769212,158
0.166666666666667,54,2050.06410256408,1126
0.25,54,1679.33333333331,497
0.333333333333333,54,1486.41025641014,196
0.416666666666667,54,1363.50000000003,80
0.5,54,1140.68589743592,245
0.583333333333333,54,836.782051281991,121
0.666666666666667,54,686.743589743582,63
0.75,54,612.865384615394,89
0.833333333333333,54,558.692307692271,91
0.916666666666667,54,513.012820512832,48
1,54,477.192307692311,45
1.08333333333333,54,448.955128205103,56
1.16666666666667,54,422.461538461545,28
1.25,54,392.82692307693,34
1.33333333333333,54,365.532051282029,36
1.41666666666667,54,341.487179487188,37
1.5,54,320.487179487186,55
1.58333333333333,54,298.301282051269,47
1.66666666666667,54,268.083333333332,18
1.75,54,239.051282051287,19
1.83333333333333,54,219.346153846146,22
1.91666666666667,54,203.871794871798,10
2,54,549.83974358974,31
2.25,54,470.884615384613,18
2.5,54,396.192307692309,14
2.75,54,350.980769230767,6
3,54,3008.88461538462,20
0,56,3323.1666666667,99
0.0833333333333333,56,2499.15384615367,106
0.166666666666667,56,2070.24999999997,1074
0.25,56,1716.95512820511,452
0.333333333333333,56,1537.80769230758,199
0.416666666666667,56,1420.36538461541,82
0.5,56,1185.0512820513,210
0.583333333333333,56,871.403846153784,114
0.666666666666667,56,719.461538461531,87
0.75,56,636.58974358974,92
0.833333333333333,56,585.378205128165,75
0.916666666666667,56,542.307692307699,31
1,56,511.756410256426,37
1.08333333333333,56,485.429487179458,43
1.16666666666667,56,461.173076923091,24
1.25,56,432.275641025652,35
1.33333333333333,56,403.634615384594,41
1.41666666666667,56,379.762820512832,36
1.5,56,355.198717948726,66
1.58333333333333,56,327.923076923063,53
1.66666666666667,56,294.448717948718,16
1.75,56,264.307692307695,19
1.83333333333333,56,243.06410256409,23
1.91666666666667,56,224.955128205132,18
2,56,600.307692307689,27
2.25,56,515.51923076923,16
2.5,56,432.583333333331,10
2.75,56,378.038461538464,10
3,56,3408.08974358975,18
0,58,3295.8717948718,93
0.0833333333333333,58,2471.01923076903,121
0.166666666666667,58,2045.15384615382,1093
0.25,58,1685.87179487179,433
0.333333333333333,58,1493.21153846143,176
0.416666666666667,58,1364.54487179489,90
0.5,58,1134.85256410258,208
0.583333333333333,58,849.698717948667,115
0.666666666666667,58,710.249999999996,65
0.75,58,634.15384615385,75
0.833333333333333,58,581.634615384576,67
0.916666666666667,58,542.70512820514,37
1,58,510.961538461555,46
1.08333333333333,58,484.923076923044,49
1.16666666666667,58,459.596153846164,30
1.25,58,430.429487179499,27
1.33333333333333,58,403.31410256408,36
1.41666666666667,58,381.820512820526,29
1.5,58,354.474358974369,60
1.58333333333333,58,331.102564102546,38
1.66666666666667,58,299.826923076924,16
1.75,58,271.057692307702,14
1.83333333333333,58,249.756410256399,12
1.91666666666667,58,230.493589743592,13
2,58,629.01923076923,28
2.25,58,549.596153846144,19
2.5,58,469.929487179488,12
2.75,58,412.871794871794,9
3,58,3799.29487179488,23
0,60,6203.23717948713,154
0.0833333333333333,60,4784.30128205105,177
0.166666666666667,60,4014.7371794871,1923
0.25,60,3343.78205128197,722
0.333333333333333,60,3005.02564102552,360
0.416666666666667,60,2782.63461538462,158
0.5,60,2304.10897435896,322
0.583333333333333,60,1701.35897435889,193
0.666666666666667,60,1447.27564102562,104
0.75,60,1315.73076923076,117
0.833333333333333,60,1231.19871794866,94
0.916666666666667,60,1167.80128205131,48
1,60,1121.60256410256,46
1.08333333333333,60,1088.79487179483,50
1.16666666666667,60,1052.858974359,34
1.25,60,1008.71153846154,31
1.33333333333333,60,970.749999999962,41
1.41666666666667,60,936.000000000019,41
1.5,60,898.083333333333,59
1.58333333333333,60,856.256410256391,55
1.66666666666667,60,794.653846153852,25
1.75,60,744.564102564103,18
1.83333333333333,60,706.352564102548,32
1.91666666666667,60,668.051282051303,16
2,60,1853.98076923077,28
2.25,60,1676.75641025639,17
2.5,60,1475.21794871795,23
2.75,60,1336.82051282052,9
3,60,14483.0064102564,12
