"age","duration","E","O"
18,0,875.506410256414,172
30,0,614.660256410245,140
35,0,1521.48076923074,277
40,0,838.544871794857,147
42,0,957.589743589722,171
44,0,1048.06410256408,191
46,0,1151.1346153846,198
48,0,1231.68589743587,252
50,0,1307.87820512817,231
52,0,1374.65384615382,261
54,0,1478.39743589741,263
56,0,1459.32051282049,275
58,0,1433.60897435895,229
60,0,2185.82692307688,325
18,0.166666666666667,750.480769230748,214
30,0.166666666666667,541.04487179488,142
35,0.166666666666667,1346.03846153849,331
40,0.166666666666667,748.673076923091,150
42,0.166666666666667,856.73076923078,194
44,0.166666666666667,943.570512820533,210
46,0.166666666666667,1028.2371794872,233
48,0.166666666666667,1114.66666666668,242
50,0.166666666666667,1162.1794871795,283
52,0.166666666666667,1236.78205128207,275
54,0.166666666666667,1333.98717948721,292
56,0.166666666666667,1313.97435897438,282
58,0.166666666666667,1299.50641025643,282
60,0.166666666666667,2030.84615384616,361
18,0.333333333333333,648.064102564101,143
30,0.333333333333333,471.198717948704,104
35,0.333333333333333,1194.50641025638,209
40,0.333333333333333,671.814102564084,102
42,0.333333333333333,760.05128205126,136
44,0.333333333333333,845.044871794851,144
46,0.333333333333333,917.282051282025,151
48,0.333333333333333,995.16025641023,167
50,0.333333333333333,1036.08974358971,184
52,0.333333333333333,1110.76282051279,202
54,0.333333333333333,1187.03205128202,198
56,0.333333333333333,1186.66025641022,199
58,0.333333333333333,1164.19871794869,174
60,0.333333333333333,1883.66025641021,286
18,0.5,566.897435897434,105
30,0.5,414.365384615372,101
35,0.5,1064.99999999997,187
40,0.5,604.807692307678,92
42,0.5,682.532051282036,119
44,0.5,765.03205128203,120
46,0.5,824.089743589723,142
48,0.5,889.564102564079,166
50,0.5,922.064102564078,195
52,0.5,1003.83333333331,183
54,0.5,1062.7051282051,177
56,0.5,1073.87179487177,206
58,0.5,1042.76923076921,165
60,0.5,1744.94871794868,278
18,0.666666666666667,498.955128205117,94
30,0.666666666666667,368.384615384621,63
35,0.666666666666667,952.339743589754,189
40,0.666666666666667,548.858974358983,78
42,0.666666666666667,611.79487179488,106
44,0.666666666666667,682.602564102577,132
46,0.666666666666667,749.711538461549,123
48,0.666666666666667,796.326923076939,144
50,0.666666666666667,839.314102564113,127
52,0.666666666666667,906.66025641027,141
54,0.666666666666667,960.237179487196,166
56,0.666666666666667,984.923076923097,140
58,0.666666666666667,941.993589743606,164
60,0.666666666666667,1627.87820512821,249
18,0.833333333333333,438.839743589745,63
30,0.833333333333333,327.14743589743,46
35,0.833333333333333,852.647435897415,130
40,0.833333333333333,499.314102564086,80
42,0.833333333333333,555.012820512811,75
44,0.833333333333333,610.705128205115,93
46,0.833333333333333,682.134615384594,105
48,0.833333333333333,715.256410256394,116
50,0.833333333333333,762.378205128189,119
52,0.833333333333333,819.282051282031,134
54,0.833333333333333,873.916666666646,136
56,0.833333333333333,895.089743589723,130
58,0.833333333333333,852.474358974338,114
60,0.833333333333333,1518.6474358974,197
18,1,390.544871794874,60
30,1,293.339743589736,39
35,1,774.288461538448,113
40,1,451.314102564094,83
42,1,504.762820512807,76
44,1,556.865384615374,92
